gm47598312938274185,Wrestle Angels: Survivor,2006,Misc,,PS2,dv8058768529456246041,Success,id724862549438713915,DebbieThomas,5.99,2018-12-03T19:33:09
gm9036917863920089089,chaos ring II,2013,Misc,,And,dv8622403813976137023,Unknown,id724862549438713915,DebbieThomas,1,2018-12-03T19:33:09
gm1749435341149906747,Transformers: Revenge of the Fallen,2009,Action,T,PS3,dv8898664894976187496,Luxoflux Corp.,id5332226541653321817,GaryCastro,5,2018-09-16T14:24:47
gm2217729881901723154,Shrek SuperSlam,2005,Action,E10,XB,dv2741571065198386202,Shaba Games,id3127626173264906017,AmandaGarza,20.99,2019-05-26T10:10:13
gm4792635201552958631,Capcom Classics Collection Reloaded,1999,Misc,,NG,dv8622403813976137023,Unknown,id3127626173264906017,AmandaGarza,24.99,2019-05-26T10:10:13
gm844973836336884199,NASCAR Heat Evolution,2016,Racing,,PS4,dv8021581989630061492,Monster Games,id3127626173264906017,AmandaGarza,24.99,2019-05-26T10:10:13
gm4866025735925366774,James Bond 007: Everything or Nothing,2004,Shooter,T,XB,dv893063909577635769,EA Redwood Shores,id3127626173264906017,AmandaGarza,55.99,2019-05-26T10:10:13
gm7511499997626655175,Tom and Jerry in Mouse Attacks!,2000,Action,E,GB,dv6900590451408668399,Warthog,id6255436792075828947,LoganMalone,45.99,2019-10-01T14:58:06
gm3370492697991987339,Monster * Race,1998,Role-playing,,PS,dv282678591586669186,Koei/Inis,id6255436792075828947,LoganMalone,0.99,2019-10-01T14:58:06
gm1773152539773262045,The Sword of Hope,2011,Role-playing,,3DS,dv3605025501302159599,Kemco,id6255436792075828947,LoganMalone,1,2019-10-01T14:58:06
gm8753960519913732642,Big Mutha Truckers 2,2005,Racing,M,PC,dv8950784989838879321,Eutechnyx,id6255436792075828947,LoganMalone,0.59,2019-10-01T14:58:06
gm7563252229741688788,Eyeshield 21: Max Devil Power,2006,Role-playing,,DS,dv7815752565241844452,Eighting,id2930033380903202397,BrianLong,1,2018-03-02T12:14:28
gm2092399829360030708,SD Gundam G Generation World,2011,Strategy,,Wii,dv2288476791003360197,Tom Create,id2930033380903202397,BrianLong,10.99,2018-03-02T12:14:28
gm10463169012352912,EVE Online: Revelations II,2009,Role-playing,,PC,dv8968677985605836523,CCP,id2930033380903202397,BrianLong,39.99,2018-03-02T12:14:28
gm2871356567459309534,Super Live Stadium,1998,Sports,,PS,dv8671190755162131058,Aques,id2930033380903202397,BrianLong,0.99,2018-03-02T12:14:28
gm631607573928684969,Germany's Next Topmodel 2010,2010,Simulation,,Wii,dv5928444158759275119,SevenOne Intermedia,id2930033380903202397,BrianLong,59.99,2018-03-02T12:14:28
gm5094026922062334891,Big Bang Mini,2009,Shooter,E,DS,dv2840971037737719449,Arkedo Studio,id2930033380903202397,BrianLong,60,2018-03-02T12:14:28
gm6333120329664633416,The Elder Scrolls IV: Oblivion - Game of the Year Edition,2007,Role-playing,M,X360,dv24734371744170288,Bethesda Softworks,id2930033380903202397,BrianLong,5,2018-03-02T12:14:28
gm7467196365990539652,Pandemonium!,1997,Platform,E,PC,dv4845187125749283786,Crystal Dynamics,id4993284008112294389,KaraHernandez,39.99,2018-07-06T17:06:18
gm4894110582057750337,Zenonia 5: Wheel of Destiny,2013,Misc,,And,dv8622403813976137023,Unknown,id4993284008112294389,KaraHernandez,5,2018-07-06T17:06:18
gm3379916965411755081,Kamen Rider,1993,Fighting,,SNES,dv3537685044694345712,Bandai,id6213431462250858093,BrianRuiz,10.99,2018-06-15T20:55:48
gm3397807101097672053,The Great War 1918,2013,Strategy,,PC,dv195554884673589172,Relic Entertainment,id6213431462250858093,BrianRuiz,59.99,2018-06-15T20:55:48
gm8118536031148781152,The Lord of the Rings: The Two Towers,2002,Action,T,GC,dv7717743547293705018,Stormfront Studios,id6213431462250858093,BrianRuiz,39.99,2018-06-15T20:55:48
gm5859942561174272441,Mary-Kate and Ashley: Winners Circle,2001,Action,E,PS,dv2081626911690113709,Tantalus Interactive,id6213431462250858093,BrianRuiz,55,2018-06-15T20:55:48
gm5273704810455515275,Dynamite Duke,1990,Action,,GEN,dv5092273619669543009,Hertz,id8229429643144950291,RebeccaAlvarado,60,2018-08-31T17:30:53
gm8315008230045241206,Tom Clancy's Rainbow Six,2009,Shooter,T,PSN,dv1707931681650763536,Rebellion Developments,id8229429643144950291,RebeccaAlvarado,0.59,2018-08-31T17:30:53
gm6448580092537451701,Rayman 3: Hoodlum Havoc,2003,Platform,E,PS2,dv4650197560238943167,Ubisoft,id8229429643144950291,RebeccaAlvarado,20.99,2018-08-31T17:30:53
gm4839869119969628493,Marky Mark: Make My Video,1992,Misc,,SCD,dv8111588388929476174,Digital Pictures,id8229429643144950291,RebeccaAlvarado,55,2018-08-31T17:30:53
gm839194374364711226,Pro Cycling Season 2009: Le Tour de France,2009,Sports,,PSP,dv551183255535719604,Cyanide Studio,id8229429643144950291,RebeccaAlvarado,20.99,2018-08-31T17:30:53
gm3693693044571646041,Escape the Virus: Swarm Survival,2012,Misc,,DSi,dv8622403813976137023,Unknown,id8229429643144950291,RebeccaAlvarado,35.99,2018-08-31T17:30:53
gm6713326084437075765,Rampage 2: Universal Tour,1999,Action,T,PS,dv3427622969008366659,Avalanche Software,id6905299148153454762,AlexandraFuller,15,2018-01-10T08:50:11
gm5973951343338510101,Parasitus,2011,Platform,,XBL,dv7147078115521496368,TBA,id6455555838985531594,KimberlyRodgers,12.99,2018-02-07T12:19:01
gm3412599910768342575,Spirit Hunters Inc: Shadow,2012,Misc,,DSi,dv8622403813976137023,Unknown,id6455555838985531594,KimberlyRodgers,0.59,2018-02-07T12:19:01
gm1426137775623128824,Maharaja,1989,Role-playing,,NES,dv7235632608833943101,Quest Corporation,id6455555838985531594,KimberlyRodgers,59.99,2018-02-07T12:19:01
gm6708609709701305777,Championship Manager 2007,2006,Sports,,PC,dv7587442517402500341,Beautiful Game Studios,id6208072189087326686,ShannonBurns,59.99,2019-06-20T16:25:35
gm5920306394291098182,Soccer,1987,Sports,,NES,dv8486560901245668459,"Iwasaki Electronics Co., Ltd.",id6208072189087326686,ShannonBurns,20.99,2019-06-20T16:25:35
gm7870720091451997751,Dream C Club Zero,2013,Misc,,PS3,dv8622403813976137023,Unknown,id6208072189087326686,ShannonBurns,0.99,2019-06-20T16:25:35
gm571462209717765039,Shin Megami Tensei: Persona,2009,Role-playing,T,PSN,dv3172269903191183883,Atlus Co.,id6208072189087326686,ShannonBurns,55.99,2019-06-20T16:25:35
gm1724236846491360456,Kaido Racer,2005,Racing,,PS2,dv2816550695674037169,Genki,id6208072189087326686,ShannonBurns,24.99,2019-06-20T16:25:35
gm7500241738553371649,Hermina to Culus: Lilie no Atelier Mou Hitotsu no Monogatari,2001,Role-playing,,PS2,dv1651184649741948311,Gust,id6208072189087326686,ShannonBurns,55,2019-06-20T16:25:35
gm4338050604512976120,Human Element,2015,Misc,,PS4,dv8622403813976137023,Unknown,id6208072189087326686,ShannonBurns,32.99,2019-06-20T16:25:35
gm2439729372816194418,Generator Rex: Agent of Providence,2011,Action,E10,X360,dv1761900725621727922,Virtuos,id6208072189087326686,ShannonBurns,24.99,2019-06-20T16:25:35
gm2211245697491522364,Super Black Bass Pocket 2,1997,Sports,,GB,dv8704726421159737624,"Hot-B Co., Ltd.",id1682388121007560277,BrandonStewart,32.99,2018-03-31T04:53:03
gm1959670385682541565,Star Wars Chess,1993,Misc,,SCD,dv2052214565491905097,Software Toolworks,id1682388121007560277,BrandonStewart,0.99,2018-03-31T04:53:03
gm375744391335525928,Rapala Fishing Frenzy 2009,2008,Sports,E,PS3,dv3211172290893341049,FUN Labs,id1103613226653222566,PatrickNorman,5,2018-04-03T04:11:21
gm2131970513470943183,WRC 6,2016,Racing,,PC,dv2605362196799761969,Bigben Interactive,id1103613226653222566,PatrickNorman,39.99,2018-04-03T04:11:21
gm4456599775312955957,Lost in Blue 2,2007,Adventure,E10,DS,dv8502212344909203602,Konami Computer Entertainment Hawaii,id1103613226653222566,PatrickNorman,39.99,2018-04-03T04:11:21
gm7773575748075262841,Zombie Apocalypse 2,2009,Shooter,,XBL,dv10813726031936827,Backbone Entertainment,id1103613226653222566,PatrickNorman,1,2018-04-03T04:11:21
gm3585060121361228718,Samurai Warriors: Katana,2008,Action,T,Wii,dv8761319863021168037,Omega Force,id1103613226653222566,PatrickNorman,24.99,2018-04-03T04:11:21
gm1092990388975743970,Rock of the Dead,2010,Shooter,T,X360,dv5525015573528493877,Epicenter Studios,id1103613226653222566,PatrickNorman,24.99,2018-04-03T04:11:21
gm7259664755579602155,Cute Witch! runner,2013,Misc,,3DS,dv8622403813976137023,Unknown,id1103613226653222566,PatrickNorman,35.99,2018-04-03T04:11:21
gm4364464756040025359,Jake Hunter Detective Story: Prism of Eyes,2018,Adventure,,PS4,dv4971293011582490105,Arc System Works,id6565232477136391215,JanetLloyd,59.99,2019-08-07T10:08:15
gm1830413882196555994,Marvel Pinball,2010,Misc,E,PSN,dv348193105022992646,Zen Studios,id6565232477136391215,JanetLloyd,39.99,2019-08-07T10:08:15
gm7192124708922628183,Hexen II Mission Pack: Portal of Praevus,1998,Shooter,T,PC,dv6004954850806929463,Raven Software,id6565232477136391215,JanetLloyd,60,2019-08-07T10:08:15
gm6174989227550117959,Tower Bloxx Deluxe,2008,Simulation,,PC,dv4346288099674541452,Digital Chocolate,id2538874728204512357,DeniseWillis,0.59,2018-06-07T07:21:29
gm9018130525993560459,City of Heroes: Going Rogue,2010,Role-playing,T,PC,dv5417124503448776366,Paragon Studios,id2538874728204512357,DeniseWillis,5.99,2018-06-07T07:21:29
gm5323005787384525456,UEFA Euro 2000,2000,Sports,,PS,dv3061488576016613388,Software Creations,id2538874728204512357,DeniseWillis,10.99,2018-06-07T07:21:29
gm6706796740675550237,Maiden Dream Fan Disc,2001,Misc,,PC,dv2352320742120409728,Rune,id2538874728204512357,DeniseWillis,20.99,2018-06-07T07:21:29
gm7956189872168953849,Cars: Race-O-Rama,2009,Racing,E,PS3,dv6611473054005094051,Rainbow Studios,id2538874728204512357,DeniseWillis,35.99,2018-06-07T07:21:29
gm1707291041654945103,Sneak King,2006,Action,E,XB,dv3377766882900437510,Blitz Games,id2538874728204512357,DeniseWillis,24.99,2018-06-07T07:21:29
gm5333852913582499845,Battle Reel Series 01: Reelgun,2010,Misc,,DSiW,dv1723133653843217221,Team Battle Reel,id245026384045159254,ShellyMartinez,60,2018-01-28T16:13:40
gm8585405213924366300,Nobunaga no Yabou: Souzou,2014,Strategy,,PS4,dv2522590613117283606,Koei Tecmo Games,id245026384045159254,ShellyMartinez,32.99,2018-01-28T16:13:40
gm3534847548906268212,Animal Crossing: Amiibo Festival,2015,Party,E,WiiU,dv3557103758715111665,"Nd Cube Co., Ltd.",id245026384045159254,ShellyMartinez,39.99,2018-01-28T16:13:40
gm5821275467237966895,Pokosuka Racing,2010,Racing,,WW,dv7336879025718346307,Recom,id2562160698530052692,DanielHernandez,60,2019-11-08T08:14:48
gm4950082170168663815,Captain America and the Avengers,1993,Action,,SNES,dv1164512649249872103,Realtime Associates,id2562160698530052692,DanielHernandez,59.99,2019-11-08T08:14:48
gm3715753399076767813,Magical Melody Fanidanshingu Country,2009,Misc,,XBL,dv165414114300503607,nakfiv,id2562160698530052692,DanielHernandez,0.99,2019-11-08T08:14:48
gm2267812631348424021,Kid Tripp,2017,Platform,,NS,dv8802950850756060673,Four Horses,id3034305365075017201,TaylorMoody,0.59,2019-12-28T11:31:36
gm9158626654947018620,Tribes: Ascend,2013,Shooter,,PC,dv7885081723615894799,Hi-Rez Studios,id3034305365075017201,TaylorMoody,15,2019-12-28T11:31:36
gm3219005771091900533,Never Tales: Legends,2016,Adventure,,PC,dv6474054087820616952,Big Fish Games,id3034305365075017201,TaylorMoody,32.99,2019-12-28T11:31:36
gm3672697954001023055,The Elder Scrolls: Arena,1992,Role-playing,T,PC,dv24734371744170288,Bethesda Softworks,id3034305365075017201,TaylorMoody,45.99,2019-12-28T11:31:36
gm4445244844440533729,Earthworm Jim,2001,Platform,E,GBA,dv3788673072476962256,Game Titan,id3034305365075017201,TaylorMoody,12.99,2019-12-28T11:31:36
gm5262349061789400637,Sin and Punishment,2007,Shooter,,iQue,dv4340437228934567909,"Treasure Co., Ltd.",id3034305365075017201,TaylorMoody,0.59,2019-12-28T11:31:36
gm4350543663201803322,Winning Post World,2009,Sports,,PS3,dv6720215558573450552,Koei,id6606975858212339389,MarkBeck,35.99,2019-10-09T04:10:55
gm7080425378867987644,Gudetama: Hanjuku de Tanomuwa,2015,Action,,3DS,dv8594513199500592582,Rocket Company,id6606975858212339389,MarkBeck,5.99,2019-10-09T04:10:55
gm7835998917447319762,Sephirothic Stories,2019,Role-playing,E10,XOne,dv25860367122428019,Exe Create Inc.,id6606975858212339389,MarkBeck,45.99,2019-10-09T04:10:55
gm2732325078420276800,Dora the Explorer: World Adventure!,2006,Action,EC,PC,dv2331230897845459978,Black Lantern Studios,id6606975858212339389,MarkBeck,5,2019-10-09T04:10:55
gm4135559058643948278,Pro Riders Snowboard,2014,Misc,,OSX,dv8622403813976137023,Unknown,id6606975858212339389,MarkBeck,32.99,2019-10-09T04:10:55
gm491536545722746506,Hail to the Chimp,2008,Misc,T,PS3,dv8399341183009302966,Wideload Games,id6606975858212339389,MarkBeck,39.99,2019-10-09T04:10:55
gm2808310692718792665,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,2010,Sports,E,PC,dv891378175007525182,Eurocom Entertainment Software,id6606975858212339389,MarkBeck,0.59,2019-10-09T04:10:55
gm7319865945985187208,Taz Wanted,2002,Platform,E,PS2,dv3377766882900437510,Blitz Games,id6606975858212339389,MarkBeck,45.99,2019-10-09T04:10:55
gm4302801981706747650,Jissen Pachi-Slot Hisshouhou,1993,Misc,,SNES,dv962781947784423402,Sammy Corporation,id4793921059376143239,CarlBurton,60,2018-05-28T05:28:14
gm8865672790671968172,Ms. Pac-Man,1991,Puzzle,,MS,dv2568313412141206667,General Computer Corporation,id3773364854915116585,MelissaRobinson,15,2018-06-16T14:29:33
gm8941173412271886628,Capcom Fighting Evolution,2004,Fighting,T,PS2,dv3418224992917457514,Capcom Production Studio 2,id3773364854915116585,MelissaRobinson,20.99,2018-06-16T14:29:33
gm8667834321191040569,Confidential Mission,2001,Shooter,T,DC,dv4892599110908213003,Hitmaker,id3773364854915116585,MelissaRobinson,0.99,2018-06-16T14:29:33
gm1298196340682730234,Defend Your Castle,2008,Strategy,E,WW,dv6130991994550577308,XGen Studios,id3773364854915116585,MelissaRobinson,32.99,2018-06-16T14:29:33
gm6287617666791119990,Asterix and Obelix XXL2,2018,Action-adventure,E10,PC,dv5556417989723592020,Microids,id3773364854915116585,MelissaRobinson,39.99,2018-06-16T14:29:33
gm1751774908033033240,Robotics;Notes,2014,Visual novel,,PSV,dv3181511304751512084,5pb. Games,id6844615114793720472,DeniseRobinson,45.99,2019-04-22T08:14:23
gm4425054783816637270,Hudson Selection Vol. 3: PC Genjin,2003,Platform,,GC,dv8909433965220105103,RED Company,id6844615114793720472,DeniseRobinson,39.99,2019-04-22T08:14:23
gm3648640486790130539,The Legend of Zelda: Ocarina of Time,1998,Adventure,E,N64,dv2843866635322725550,Nintendo EAD,id6844615114793720472,DeniseRobinson,10.99,2019-04-22T08:14:23
gm7084006370046688558,WarBirds Red Baron,2010,Simulation,T,PC,dv4766022804867925744,iEntertainment Network,id6844615114793720472,DeniseRobinson,20.99,2019-04-22T08:14:23
gm5002400854275472434,Prinny: Can I Really be the Hero?,2009,Platform,T,PSN,dv4030365327050285781,Nippon Ichi Software,id6844615114793720472,DeniseRobinson,20.99,2019-04-22T08:14:23
gm8758082526840384429,Majesty 2: Battles of Ardania,2010,Strategy,T,PC,dv2664887809533620213,1C:Ino-Co,id4252269804772289718,AlexandriaMartin,55.99,2019-06-25T01:58:55
gm2195002596790209066,Arthur and the Revenge of Maltazard,2010,Misc,,PS3,dv6892349688471477853,Avalanche Productions,id4252269804772289718,AlexandriaMartin,5,2019-06-25T01:58:55
gm4365650711500439865,Final Fantasy VII,2015,Role-playing,,iOS,dv4549643054649476152,SquareSoft,id4252269804772289718,AlexandriaMartin,5.99,2019-06-25T01:58:55
gm2333192728026227933,The King of Fighters '98: Dream Match Never Ends,1999,Fighting,,PS,dv735538485864763834,SNK Corporation,id4252269804772289718,AlexandriaMartin,45.99,2019-06-25T01:58:55
gm1005244010275677970,Super Game Boy,1994,Misc,,SNES,dv1419495485316083425,Nintendo,id4252269804772289718,AlexandriaMartin,55.99,2019-06-25T01:58:55
gm678780997116527947,Goal,2007,Action,,GIZ,dv9131678292204883874,Factory1,id4252269804772289718,AlexandriaMartin,1,2019-06-25T01:58:55
gm8533922479540312793,seaQuest DSV,1995,Action,E,SNES,dv2657409236026919972,Sculptured Software,id5963118916050144792,TracyRoman,39.99,2018-11-23T10:42:54
gm8547925609370229709,Crystal Mines II,1990,Puzzle,,Lynx,dv2180374536819719814,Color Dreams,id5963118916050144792,TracyRoman,60,2018-11-23T10:42:54
gm6656872422110933186,Pro Yakyuu Team o Tsukurou!,2008,Sports,,DS,dv5608347997945897464,Sega,id5435367816943446896,DeannaFranklin,20.99,2019-07-11T20:31:02
gm3408935188962106302,Maru Goukaku Shikaku Dasshu! Gyouseishoshi Shiken,2010,Misc,,DS,dv4496866105968007293,Media5,id5435367816943446896,DeannaFranklin,55.99,2019-07-11T20:31:02
gm5256387709111454925,Spider-Man: The Movie,2002,Action,E,PS2,dv6455195380129021776,Treyarch,id2666685009099623557,CharleneGarcia,0.59,2018-12-15T10:46:50
gm6424988865764756421,Timelapse,1996,Adventure,E,PC,dv8298983915806000778,GTE Interactive Media,id2666685009099623557,CharleneGarcia,32.99,2018-12-15T10:46:50
gm6616577466571854311,Wolf Fang: Koukiba 2001 SS,1997,Shooter,,SAT,dv883023053726291825,Data East,id9061365168544557427,MarkDay,59.99,2019-12-01T09:38:06
gm5659730343402893592,Madden NFL 18,2017,Sports,E,XOne,dv7760233837912485586,EA Tiburon,id8331666460190604886,BenjaminTaylor,35.99,2019-05-30T00:59:33
gm6076331029660317021,Stake: Fortune Fighters,2003,Fighting,T,XB,dv2180891274580067436,Gameness Art Software,id8331666460190604886,BenjaminTaylor,24.99,2019-05-30T00:59:33
gm3139363746445152335,Dark Parables: The Little Mermaid and the Purple Tide,2016,Adventure,E10,PC,dv6474054087820616952,Big Fish Games,id8331666460190604886,BenjaminTaylor,10.99,2019-05-30T00:59:33
gm6751181497534613106,Daylight,2014,Misc,,PS4,dv8622403813976137023,Unknown,id8331666460190604886,BenjaminTaylor,15,2019-05-30T00:59:33
gm8439567253521618155,Ugoku E Ver. 2.0: Aryol,1994,Puzzle,,SNES,dv5856040869726150173,Altron,id8331666460190604886,BenjaminTaylor,5,2019-05-30T00:59:33
gm2351528164529267259,Transformers: Dark of the Moon,2011,Action,T,PS3,dv6826523083229145537,High Moon Studios,id8331666460190604886,BenjaminTaylor,35.99,2019-05-30T00:59:33
gm9039894357180980095,Breath of Fire II,2002,Role-playing,E,GBA,dv6422563089296761720,Capcom,id3564186669242869506,TinaBarnes,60,2019-08-19T14:00:26
gm7785336269417737000,FIFA Soccer 2003 (weekly jp sales),2002,Sports,E,PS2,dv5578531646457870481,EA Canada,id3564186669242869506,TinaBarnes,10.99,2019-08-19T14:00:26
gm2000688020035365770,Ninja Gaiden Black,2005,Action,M,XB,dv7487144551015779046,Team Ninja,id3069337211674083521,StevenBanks,0.59,2018-03-27T08:31:40
gm5690944846482115802,Littlest Pet Shop: Online,2009,Simulation,,PC,dv4147469662352600468,EA Salt Lake,id3069337211674083521,StevenBanks,5.99,2018-03-27T08:31:40
gm5315066591040290394,Star Ruler 2,2015,Strategy,,Linux,dv3844537006280728025,Blind Mind Studios,id1461309865956428729,GregoryWeber,12.99,2018-08-31T02:41:13
gm3772033895966631675,Eternal Champions,1993,Fighting,,GEN,dv5608347997945897464,Sega,id1461309865956428729,GregoryWeber,15,2018-08-31T02:41:13
gm270127961520657830,New Horizons,1994,Strategy,,GEN,dv6720215558573450552,Koei,id1461309865956428729,GregoryWeber,10.99,2018-08-31T02:41:13
gm3860184808620153640,Fire ProWrestling 3: Legend Bout,2008,Fighting,,VC,dv5675858976737661081,Human Entertainment,id1461309865956428729,GregoryWeber,15,2018-08-31T02:41:13
gm1341828692302546120,Kitchen Panic,1998,Action,,PS,dv4499862651657113778,Panther Software,id1461309865956428729,GregoryWeber,39.99,2018-08-31T02:41:13
gm8066797496370055265,The Men of Yoshiwara: Ohgiya,2018,Adventure,,NS,dv600682657650134808,D3 Publisher,id1461309865956428729,GregoryWeber,5.99,2018-08-31T02:41:13
gm4869541691667554094,Angry Kittens Attack,2014,Misc,,OSX,dv8622403813976137023,Unknown,id2830866049964000309,AmberMaxwell,35.99,2018-04-06T11:28:32
gm3768700412001112504,Beavis and Butt-head,1999,Action,,GB,dv1063533925437204439,Torus Games,id2830866049964000309,AmberMaxwell,20.99,2018-04-06T11:28:32
gm7553609773885637454,Sonic Unleashed,2009,Platform,E10,XBL,dv3805966224140352980,Sonic Team,id2830866049964000309,AmberMaxwell,59.99,2018-04-06T11:28:32
gm9029298270907698574,Honoo no Doukyuuji: Dodge Danpei,1992,Sports,,PCE,dv6166877817377066533,Hudson Soft,id2830866049964000309,AmberMaxwell,45.99,2018-04-06T11:28:32
gm6524910951030934411,Gundam Memories: Tatakai no Kioku,2011,Action,,PSP,dv3050177383726534895,Namco Bandai Games,id2830866049964000309,AmberMaxwell,45.99,2018-04-06T11:28:32
gm6394257381353729269,TumbleSeed,2017,Action-adventure,E,NS,dv5320456359312782121,Team TumbleSeed,id2830866049964000309,AmberMaxwell,35.99,2018-04-06T11:28:32
gm8846508039657393223,XCOM: Enemy Unknown,2012,Strategy,M,PC,dv5579043001715750764,Firaxis Games,id2830866049964000309,AmberMaxwell,60,2018-04-06T11:28:32
gm6119006083567769980,Dead Block,2011,Action,T,PSN,dv1950659047508679786,Candygun Games,id3222955383228734325,DouglasFoley,45.99,2018-07-21T17:54:25
gm7841350270697156115,AquaSpace,2010,Simulation,E,WW,dv77162575703569397,Paon Corporation,id3222955383228734325,DouglasFoley,39.99,2018-07-21T17:54:25
gm5252080063686733995,Toy Story 3: The Video Game,2010,Action,E10,PS3,dv3427622969008366659,Avalanche Software,id3222955383228734325,DouglasFoley,45.99,2018-07-21T17:54:25
gm264647364407371374,Super Robot Taisen F,1998,Strategy,,PS,dv3833895071194986616,Banpresto,id3222955383228734325,DouglasFoley,45.99,2018-07-21T17:54:25
gm7080698424641001899,Growlanser: Heritage of War,2007,Role-playing,T,PS2,dv2118448508345529878,Career Soft,id7749881559161053041,RoyFarley,20.99,2018-11-01T17:51:06
gm2058136532714465538,FIFA Soccer 12,2011,Sports,E,3DS,dv5578531646457870481,EA Canada,id7749881559161053041,RoyFarley,0.99,2018-11-01T17:51:06
gm5242564222843197519,Goblin Commander: Unleash the Horde,2003,Strategy,T,GC,dv551040907041302790,Jaleco Entertainment,id7749881559161053041,RoyFarley,5.99,2018-11-01T17:51:06
gm3495199972619760008,Resident Evil: Operation Raccoon City,2012,Shooter,M,PC,dv2095621594156234549,Slant Six Games,id7749881559161053041,RoyFarley,45.99,2018-11-01T17:51:06
gm6394561312297477844,Veks and Silence,2009,Shooter,,XBL,dv4989372286522364767,i ENDER i,id7749881559161053041,RoyFarley,0.99,2018-11-01T17:51:06
gm8439888377664577009,SD Gundam G Generation Portable,2006,Strategy,,PSP,dv8065000931657844080,Bandai Namco Games,id7749881559161053041,RoyFarley,5.99,2018-11-01T17:51:06
gm24712782972087417,Home Alone,1991,Action,,PC,dv2143122380233592707,Manley and Associates Inc.,id276084053480870347,GeraldAllen,15,2018-03-15T20:43:17
gm5608105361888788904,Lunar 2: Eternal Blue,1998,Role-playing,,SAT,dv1597250025339316250,Game Arts,id276084053480870347,GeraldAllen,24.99,2018-03-15T20:43:17
gm1904295716257893962,NFL 2K2,2001,Sports,E,DC,dv7543453776067244505,Visual Concepts,id276084053480870347,GeraldAllen,55,2018-03-15T20:43:17
gm1761032589194393571,Rage of the Dragons,2002,Fighting,,NG,dv2397415430087969534,Evoga Entertainment,id276084053480870347,GeraldAllen,10.99,2018-03-15T20:43:17
